_metric,_trial_error,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-1000000000.0,"atr_percentile_threshold must be 0-100, got 686",1779017840,,False,1,fc109405,2026-05-17_04-37-20,0.4386281967163086,0.4386281967163086,71264,w11,127.0.0.1,0.4386281967163086,1
