_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,1778718857,,False,1,d2333a00,2026-05-13_17-34-17,1.793715476989746,1.793715476989746,59008,w11,127.0.0.1,1.793715476989746,1
