_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
16.53382741816376,1779021845,,False,1,2b4905bb,2026-05-17_05-44-05,2134.3733172416687,2134.3733172416687,77328,w11,127.0.0.1,2134.3733172416687,1
