_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-75.23648275115569,1778719668,,False,1,d03db0c4,2026-05-13_17-47-48,1.9112708568572998,1.9112708568572998,45656,w11,127.0.0.1,1.9112708568572998,1
