_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
20.446339592865925,1779005535,,False,1,b485070c,2026-05-17_01-12-15,2079.6231451034546,2079.6231451034546,73784,w11,127.0.0.1,2079.6231451034546,1
