type,symbol,strength,session_id,timestamp,meta_spy_price,meta_macd_line,meta_signal_line,meta_histogram,meta_histogram_pct,meta_target,meta_order_id,meta_entry_time
BUY,SPXU,1,live_SPY_switching_2214_1716_1722,2026-04-06 20:32:00+00:00,658.75,-0.11061310358161336,-0.10941558568096214,-0.0011975179006512154,0.0001817863985808297,SPXU,local-6add6aac-585e-4946-8b8d-23f8779764da,2026-04-06T20:32:00+00:00
BUY,UPRO,1,live_SPY_switching_2214_1716_1722,2026-04-23 10:28:00+00:00,707.95,-0.12178753481100557,-0.1223001633380553,0.0005126285270497244,7.24102729076523e-05,UPRO,local-2131088a-bf81-4d3c-8c1c-84bfb9cca47e,2026-04-23T10:28:00+00:00
BUY,SPXU,1,live_SPY_switching_2214_1716_1722,2026-04-23 15:38:00+00:00,711.9099,-0.2344056257182956,-0.23430886472256615,-9.676099572944463e-05,1.3591747457008904e-05,SPXU,,
BUY,UPRO,1,live_SPY_switching_2214_1716_1722,2026-04-23 17:58:00+00:00,706.56,-0.17138897941663345,-0.17139891106412258,9.931647489136441e-06,1.405633985668088e-06,UPRO,,
BUY,SPXU,1,live_SPY_switching_2214_1716_1722,2026-04-23 18:41:00+00:00,708.73,-0.13972630773457695,-0.1397127558538942,-1.3551880682749484e-05,1.912135888525882e-06,SPXU,,
BUY,UPRO,1,live_SPY_switching_2214_1716_1722,2026-04-23 18:50:00+00:00,708.015,-0.13511139236709369,-0.13515045560741434,3.906324032065811e-05,5.517289933215838e-06,UPRO,,
BUY,SPXU,1,live_SPY_switching_2214_1716_1722,2026-04-23 19:45:00+00:00,707.6,-0.09891146942982232,-0.09890412984037415,-7.3395894481659285e-06,1.0372511939183051e-06,SPXU,,
BUY,UPRO,1,live_SPY_switching_2214_1716_1722,2026-04-23 20:17:00+00:00,707.3,-0.07537926311499632,-0.07545560666514929,7.634355015297134e-05,1.0793659006499554e-05,UPRO,,
BUY,SPXU,1,live_SPY_switching_2214_1716_1722,2026-04-23 23:30:00+00:00,709.07,0.013660418826816567,0.013763942303896349,-0.00010352347707978139,1.4599895226110451e-05,SPXU,,
