_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,1778964678,,False,1,6d1d138a,2026-05-16_13-51-18,4790.110106706619,4790.110106706619,69336,w11,127.0.0.1,4790.110106706619,1
