_metric,_trial_error,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-1000000000.0,"atr_percentile_threshold must be 0-100, got 38849",1779018152,,False,1,31522240,2026-05-17_04-42-32,0.45644593238830566,0.45644593238830566,46832,w11,127.0.0.1,0.45644593238830566,1
