_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
19.9543734080871,1779004618,,False,1,3dfb4212,2026-05-17_00-56-58,1128.5311896800995,1128.5311896800995,78516,w11,127.0.0.1,1128.5311896800995,1
