_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,1778719027,,False,1,7dbe355b,2026-05-13_17-37-07,2.0397531986236572,2.0397531986236572,60244,w11,127.0.0.1,2.0397531986236572,1
