_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
19.70637714586685,1779011148,,False,1,cfd1779c,2026-05-17_02-45-48,2144.8067016601562,2144.8067016601562,37028,w11,127.0.0.1,2144.8067016601562,1
