_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
23.06128943159116,1779015204,,False,1,70c096e0,2026-05-17_03-53-24,1098.9600882530212,1098.9600882530212,70768,w11,127.0.0.1,1098.9600882530212,1
