_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,1778718982,,False,1,8fb45a9a,2026-05-13_17-36-22,1.9429361820220947,1.9429361820220947,59120,w11,127.0.0.1,1.9429361820220947,1
