signal_timestamp,signal_type,signal_symbol,signal_strength,entry_order_id,entry_price,entry_quantity,entry_time,exit_order_id,exit_type,exit_price,exit_quantity,exit_time,pnl,pnl_pct
2026-04-15 13:56:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-15 14:40:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-15 16:06:00,BUY,SPY,0.76,,,,,,,,,,,
2026-04-15 16:09:00,SELL,SPXU,0.76,,,,,,,,,,,
2026-04-15 16:12:00,SELL,SPXU,0.8,,,,,,,,,,,
2026-04-15 18:40:00,SELL,UPRO,0.87,,,,,,,,,,,
2026-04-15 18:42:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-15 18:51:00,BUY,SPXU,0.69,,,,,,,,,,,
2026-04-15 18:54:00,BUY,SPXU,0.56,,,,,,,,,,,
2026-04-15 19:07:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-15 19:42:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-16 00:36:00,BUY,SPY,0.79,,,,,,,,,,,
2026-04-16 02:20:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-16 02:50:00,BUY,UPRO,0.67,,,,,,,,,,,
2026-04-16 03:05:00,SELL,SPY,0.65,,,,,,,,,,,
2026-04-16 03:12:00,BUY,SPXU,0.63,,,,,,,,,,,
2026-04-16 03:25:00,SELL,UPRO,0.59,,,,,,,,,,,
2026-04-16 03:28:00,BUY,SPY,0.6,,,,,,,,,,,
2026-04-16 03:33:00,SELL,UPRO,0.65,,,,,,,,,,,
2026-04-16 06:26:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-16 07:06:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-16 07:06:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-16 07:06:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-16 07:11:00,BUY,SPXU,0.87,,,,,,,,,,,
2026-04-16 07:12:00,SELL,SPY,0.81,,,,,,,,,,,
2026-04-16 07:12:00,SELL,UPRO,0.84,,,,,,,,,,,
2026-04-16 07:59:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-16 07:59:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-16 08:01:00,BUY,SPXU,0.56,,,,,,,,,,,
2026-04-16 08:01:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-16 08:01:00,SELL,UPRO,0.71,,,,,,,,,,,
2026-04-16 08:04:00,SELL,SPY,0.71,,,,,,,,,,,
2026-04-16 08:20:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-16 08:47:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-16 08:47:00,SELL,SPY,0.54,,,,,,,,,,,
2026-04-16 09:00:00,SELL,SPXU,0.52,,,,,,,,,,,
2026-04-16 09:00:00,BUY,UPRO,0.52,,,,,,,,,,,
2026-04-16 09:03:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-16 09:32:00,SELL,SPY,0.63,,,,,,,,,,,
2026-04-16 09:34:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-16 09:49:00,SELL,UPRO,0.66,,,,,,,,,,,
2026-04-16 10:29:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-16 10:29:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-16 10:42:00,BUY,SPXU,0.67,,,,,,,,,,,
2026-04-16 10:42:00,SELL,SPY,0.72,,,,,,,,,,,
2026-04-16 11:27:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-16 12:36:00,SELL,SPY,0.5,,,,,,,,,,,
2026-04-16 12:38:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-16 13:07:00,BUY,UPRO,0.55,local-3e76ceeb-9bb4-4745-af35-717b75064cc8,120.36,899,2026-04-16 13:07:00,local-99c96ff9-3924-4c0f-8878-ed517ad68d87,PROFIT,125.28,899,2026-04-17 09:30:00,4423.08,4.0877
2026-04-16 13:34:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-16 13:36:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-16 14:04:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-16 14:36:00,SELL,SPY,0.89,,,,,,,,,,,
2026-04-16 14:42:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-16 14:44:00,BUY,SPY,0.71,,,,,,,,,,,
2026-04-16 15:46:00,SELL,SPY,0.75,,,,,,,,,,,
2026-04-16 16:36:00,SELL,SPY,0.5,,,,,,,,,,,
2026-04-16 16:38:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-16 16:44:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-16 17:14:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-16 18:19:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-16 18:28:00,BUY,SPXU,0.62,,,,,,,,,,,
2026-04-16 18:38:00,SELL,UPRO,0.76,,,,,,,,,,,
2026-04-16 18:45:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-17 02:13:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-17 02:59:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-17 03:13:00,SELL,UPRO,0.59,,,,,,,,,,,
2026-04-17 05:24:00,SELL,SPXU,0.52,,,,,,,,,,,
2026-04-17 06:02:00,BUY,SPXU,0.82,,,,,,,,,,,
2026-04-17 06:02:00,SELL,SPY,0.82,,,,,,,,,,,
2026-04-17 06:02:00,SELL,UPRO,0.81,,,,,,,,,,,
2026-04-17 06:08:00,BUY,SPXU,0.8,,,,,,,,,,,
2026-04-17 06:08:00,SELL,SPY,0.83,,,,,,,,,,,
2026-04-17 06:08:00,SELL,UPRO,0.76,,,,,,,,,,,
2026-04-17 06:11:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-17 06:11:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-17 06:11:00,SELL,UPRO,0.62,,,,,,,,,,,
2026-04-17 06:34:00,BUY,SPXU,0.6,,,,,,,,,,,
2026-04-17 06:34:00,SELL,SPY,0.66,,,,,,,,,,,
2026-04-17 06:34:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-17 06:37:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-17 06:46:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-17 06:46:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-17 06:46:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-17 07:35:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-17 07:35:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-17 07:39:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-17 07:39:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-17 08:33:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-17 08:33:00,SELL,UPRO,0.69,,,,,,,,,,,
2026-04-17 08:37:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-17 08:37:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-17 08:37:00,SELL,UPRO,0.68,,,,,,,,,,,
2026-04-17 08:39:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-17 08:39:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-17 08:47:00,SELL,UPRO,0.5,,,,,,,,,,,
2026-04-17 09:00:00,BUY,SPY,0.56,,,,,,,,,,,
2026-04-17 09:57:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-17 09:57:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-17 10:37:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-17 11:12:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-17 11:14:00,BUY,SPY,0.54,,,,,,,,,,,
2026-04-17 11:14:00,BUY,UPRO,0.59,local-751564b4-59cd-411d-850e-4677374dcb52,124.77,903,2026-04-17 11:14:00,local-7e0ad253-2438-47c9-b469-ed6fef2b9b7f,STOP,122.49,903,2026-04-21 09:30:00,-2058.84,-1.8274
2026-04-17 12:39:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-17 18:07:00,SELL,SPY,0.73,,,,,,,,,,,
2026-04-17 18:11:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-20 00:34:00,BUY,SPXU,0.72,,,,,,,,,,,
2026-04-20 00:58:00,SELL,UPRO,0.74,,,,,,,,,,,
2026-04-20 01:23:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-20 02:34:00,BUY,SPY,0.61,,,,,,,,,,,
2026-04-20 02:43:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-20 03:31:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-20 03:48:00,SELL,SPY,0.5,,,,,,,,,,,
2026-04-20 04:44:00,BUY,SPXU,0.71,,,,,,,,,,,
2026-04-20 04:52:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-20 05:57:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-20 06:03:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-20 06:25:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-20 06:37:00,BUY,UPRO,0.53,,,,,,,,,,,
2026-04-20 07:08:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-20 07:08:00,BUY,UPRO,0.56,,,,,,,,,,,
2026-04-20 09:24:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-20 10:02:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-20 10:25:00,BUY,SPXU,0.53,,,,,,,,,,,
2026-04-20 10:25:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-20 10:25:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-20 10:52:00,BUY,SPXU,0.62,,,,,,,,,,,
2026-04-20 10:52:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-20 11:18:00,SELL,UPRO,0.69,,,,,,,,,,,
2026-04-20 11:27:00,SELL,SPXU,0.75,,,,,,,,,,,
2026-04-20 11:27:00,BUY,SPY,0.6,,,,,,,,,,,
2026-04-20 12:08:00,SELL,SPY,0.65,,,,,,,,,,,
2026-04-20 12:40:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-20 12:43:00,BUY,SPXU,0.81,,,,,,,,,,,
2026-04-20 12:49:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-20 13:14:00,BUY,SPY,0.56,,,,,,,,,,,
2026-04-20 13:39:00,SELL,SPXU,0.71,,,,,,,,,,,
2026-04-20 14:03:00,SELL,SPY,0.65,,,,,,,,,,,
2026-04-20 14:20:00,BUY,SPY,0.7,,,,,,,,,,,
2026-04-20 14:42:00,SELL,SPY,0.72,,,,,,,,,,,
2026-04-20 16:02:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-20 16:49:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-20 16:54:00,SELL,SPXU,0.5,,,,,,,,,,,
2026-04-20 17:08:00,SELL,SPXU,0.61,,,,,,,,,,,
2026-04-20 17:14:00,BUY,SPY,0.56,,,,,,,,,,,
2026-04-20 18:20:00,BUY,SPY,0.7,,,,,,,,,,,
2026-04-21 00:30:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-21 01:04:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-21 02:26:00,SELL,UPRO,0.71,,,,,,,,,,,
2026-04-21 02:47:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-21 02:50:00,SELL,UPRO,0.5,,,,,,,,,,,
2026-04-21 03:00:00,SELL,UPRO,0.62,,,,,,,,,,,
2026-04-21 03:05:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-21 03:33:00,SELL,SPY,0.68,,,,,,,,,,,
2026-04-21 03:35:00,BUY,SPXU,0.85,,,,,,,,,,,
2026-04-21 03:35:00,SELL,UPRO,0.65,,,,,,,,,,,
2026-04-21 03:37:00,BUY,SPXU,0.81,,,,,,,,,,,
2026-04-21 03:37:00,SELL,SPY,0.7,,,,,,,,,,,
2026-04-21 03:40:00,BUY,SPXU,0.63,,,,,,,,,,,
2026-04-21 03:41:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-21 03:42:00,SELL,UPRO,0.64,,,,,,,,,,,
2026-04-21 03:43:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-21 04:07:00,BUY,SPY,0.59,,,,,,,,,,,
2026-04-21 04:52:00,BUY,UPRO,0.54,,,,,,,,,,,
2026-04-21 05:51:00,BUY,SPXU,0.63,,,,,,,,,,,
2026-04-21 05:54:00,BUY,SPXU,0.57,,,,,,,,,,,
2026-04-21 05:54:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-21 05:56:00,BUY,SPXU,0.67,,,,,,,,,,,
2026-04-21 05:57:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-21 05:57:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-21 06:00:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-21 07:20:00,SELL,SPY,0.54,,,,,,,,,,,
2026-04-21 07:28:00,SELL,SPXU,0.58,,,,,,,,,,,
2026-04-21 07:29:00,BUY,SPY,0.68,,,,,,,,,,,
2026-04-21 07:29:00,BUY,UPRO,0.59,,,,,,,,,,,
2026-04-21 09:00:00,SELL,SPXU,0.53,,,,,,,,,,,
2026-04-21 09:23:00,SELL,SPXU,0.54,,,,,,,,,,,
2026-04-21 09:23:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-21 09:23:00,BUY,UPRO,0.52,,,,,,,,,,,
2026-04-21 09:34:00,BUY,SPXU,0.53,,,,,,,,,,,
2026-04-21 09:34:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-21 09:34:00,SELL,UPRO,0.52,local-c88aa1fd-e2d5-4b64-9ce9-cb94363c70dd,122.56,902,2026-04-21 10:29:00,local-ac942f54-183e-4bf7-8159-37607791e4c3,PROFIT,125.2,902,2026-04-22 09:30:00,2381.28,2.154
2026-04-21 10:29:00,BUY,UPRO,0.56,,,,,,,,,,,
2026-04-21 10:36:00,SELL,UPRO,0.64,,,,,,,,,,,
2026-04-21 11:29:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-21 11:30:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-21 11:32:00,BUY,SPXU,0.63,,,,,,,,,,,
2026-04-21 11:32:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-21 12:57:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-21 13:19:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-21 14:31:00,SELL,SPY,0.63,,,,,,,,,,,
2026-04-21 15:04:00,SELL,SPY,0.5,,,,,,,,,,,
2026-04-21 16:17:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-21 16:18:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-21 16:21:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-21 16:57:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-21 17:16:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-21 18:18:00,BUY,SPXU,0.6,,,,,,,,,,,
2026-04-21 18:57:00,BUY,UPRO,0.65,,,,,,,,,,,
2026-04-21 19:00:00,SELL,SPXU,0.54,,,,,,,,,,,
2026-04-21 19:46:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-21 19:49:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-22 00:24:00,BUY,SPY,0.73,,,,,,,,,,,
2026-04-22 00:56:00,SELL,SPY,0.69,,,,,,,,,,,
2026-04-22 01:49:00,SELL,UPRO,0.71,,,,,,,,,,,
2026-04-22 01:50:00,BUY,SPXU,0.5,,,,,,,,,,,
2026-04-22 02:30:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-22 02:33:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-22 02:36:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-22 04:05:00,BUY,SPXU,0.8,,,,,,,,,,,
2026-04-22 04:05:00,SELL,SPY,0.66,,,,,,,,,,,
2026-04-22 04:09:00,BUY,SPXU,0.79,,,,,,,,,,,
2026-04-22 04:09:00,SELL,SPY,0.75,,,,,,,,,,,
2026-04-22 05:00:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-22 05:00:00,BUY,UPRO,0.5,,,,,,,,,,,
2026-04-22 07:45:00,SELL,SPXU,0.52,,,,,,,,,,,
2026-04-22 07:45:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-22 10:48:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-22 11:20:00,SELL,SPY,0.69,,,,,,,,,,,
2026-04-22 11:20:00,SELL,UPRO,0.69,,,,,,,,,,,
2026-04-22 12:21:00,BUY,UPRO,0.5,local-c77ec8d9-f001-462d-972f-f20c3f45559f,125.33,901,2026-04-22 12:21:00,local-dca07c3c-1f8e-4d4e-992b-68ee12ef31f9,STOP,122.998,901,2026-04-23 09:30:00,-2101.132,-1.8607
2026-04-22 15:22:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-22 15:29:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-22 15:29:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-22 15:30:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-22 16:21:00,BUY,UPRO,0.5,,,,,,,,,,,
2026-04-23 00:42:00,BUY,SPY,0.67,,,,,,,,,,,
2026-04-23 00:46:00,SELL,SPXU,0.5,,,,,,,,,,,
2026-04-23 00:46:00,BUY,SPY,0.63,,,,,,,,,,,
2026-04-23 00:49:00,BUY,SPY,0.54,,,,,,,,,,,
2026-04-23 00:59:00,BUY,UPRO,0.54,,,,,,,,,,,
2026-04-23 01:09:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-23 01:11:00,SELL,SPXU,0.67,,,,,,,,,,,
2026-04-23 01:11:00,BUY,SPY,0.6,,,,,,,,,,,
2026-04-23 01:12:00,BUY,UPRO,0.63,,,,,,,,,,,
2026-04-23 02:59:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-23 03:02:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-23 03:03:00,SELL,SPY,0.72,,,,,,,,,,,
2026-04-23 03:10:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-23 03:12:00,SELL,UPRO,0.78,,,,,,,,,,,
2026-04-23 03:35:00,SELL,SPXU,0.62,,,,,,,,,,,
2026-04-23 04:08:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-23 04:22:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-23 05:42:00,BUY,SPXU,0.56,,,,,,,,,,,
2026-04-23 05:42:00,SELL,UPRO,0.63,,,,,,,,,,,
2026-04-23 05:49:00,SELL,SPY,0.8,,,,,,,,,,,
2026-04-23 05:49:00,SELL,UPRO,0.79,,,,,,,,,,,
2026-04-23 06:33:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-23 06:58:00,BUY,SPXU,0.66,,,,,,,,,,,
2026-04-23 06:58:00,SELL,SPY,0.66,,,,,,,,,,,
2026-04-23 07:01:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-23 07:03:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-23 07:03:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-23 07:28:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-23 08:36:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-23 08:36:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-23 08:54:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-23 09:23:00,SELL,SPXU,0.6,,,,,,,,,,,
2026-04-23 09:23:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-23 09:23:00,BUY,UPRO,0.67,,,,,,,,,,,
2026-04-23 10:08:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-23 10:08:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-23 10:08:00,SELL,UPRO,0.53,local-4be68f43-fce7-4d12-9163-6c8a8a5c6ef5,124.01,894,2026-04-23 10:52:00,local-2e7fe274-5b80-4c78-8710-f08307cdc55a,STOP,122.07,894,2026-04-23 13:41:00,-1734.36,-1.5644
2026-04-23 10:36:00,BUY,SPXU,0.77,,,,,,,,,,,
2026-04-23 10:52:00,BUY,UPRO,0.58,,,,,,,,,,,
2026-04-23 11:17:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-23 11:17:00,SELL,SPY,0.62,,,,,,,,,,,
2026-04-23 12:17:00,SELL,SPXU,0.64,,,,,,,,,,,
2026-04-23 12:17:00,BUY,SPY,0.82,,,,,,,,,,,
2026-04-23 12:18:00,BUY,UPRO,0.79,,,,,,,,,,,
2026-04-23 13:14:00,SELL,SPXU,0.77,,,,,,,,,,,
2026-04-23 13:14:00,BUY,UPRO,0.51,,,,,,,,,,,
2026-04-23 13:17:00,BUY,UPRO,0.61,,,,,,,,,,,
2026-04-23 13:21:00,SELL,SPXU,0.75,,,,,,,,,,,
2026-04-23 13:40:00,SELL,SPY,0.84,,,,,,,,,,,
2026-04-23 13:43:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-23 14:08:00,SELL,SPY,0.91,,,,,,,,,,,
2026-04-23 15:38:00,SELL,SPY,0.74,,,,,,,,,,,
2026-04-23 16:17:00,SELL,SPXU,0.64,,,,,,,,,,,
2026-04-23 16:18:00,BUY,UPRO,0.59,,,,,,,,,,,
2026-04-23 16:58:00,BUY,UPRO,0.59,,,,,,,,,,,
2026-04-23 17:40:00,SELL,SPY,0.84,,,,,,,,,,,
2026-04-23 17:43:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-23 18:16:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-23 19:41:00,BUY,SPXU,0.73,,,,,,,,,,,
2026-04-23 19:49:00,SELL,UPRO,0.73,,,,,,,,,,,
2026-04-23 19:56:00,SELL,UPRO,0.77,,,,,,,,,,,
2026-04-24 00:35:00,BUY,SPY,0.54,,,,,,,,,,,
2026-04-24 00:39:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-24 00:45:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-24 00:58:00,BUY,UPRO,0.53,,,,,,,,,,,
2026-04-24 01:07:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-24 02:33:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-24 03:24:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-24 03:30:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-24 03:31:00,BUY,SPXU,0.68,,,,,,,,,,,
2026-04-24 03:31:00,SELL,UPRO,0.79,,,,,,,,,,,
2026-04-24 03:32:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-24 03:35:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-24 03:41:00,SELL,SPXU,0.54,,,,,,,,,,,
2026-04-24 03:44:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-24 03:48:00,SELL,SPXU,0.86,,,,,,,,,,,
2026-04-24 03:48:00,BUY,UPRO,0.58,,,,,,,,,,,
2026-04-24 03:50:00,BUY,SPY,0.77,,,,,,,,,,,
2026-04-24 03:51:00,BUY,UPRO,0.57,,,,,,,,,,,
2026-04-24 03:54:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-24 03:55:00,SELL,SPXU,0.73,,,,,,,,,,,
2026-04-24 03:55:00,BUY,UPRO,0.57,,,,,,,,,,,
2026-04-24 03:57:00,SELL,SPXU,0.79,,,,,,,,,,,
2026-04-24 04:18:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-24 04:25:00,SELL,UPRO,0.68,,,,,,,,,,,
2026-04-24 04:45:00,BUY,SPY,0.62,,,,,,,,,,,
2026-04-24 04:53:00,SELL,SPXU,0.58,,,,,,,,,,,
2026-04-24 05:04:00,SELL,UPRO,0.56,,,,,,,,,,,
2026-04-24 05:05:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-24 05:07:00,SELL,SPY,0.8,,,,,,,,,,,
2026-04-24 05:07:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-24 05:11:00,SELL,UPRO,0.66,,,,,,,,,,,
2026-04-24 05:36:00,SELL,SPXU,0.61,,,,,,,,,,,
2026-04-24 06:45:00,SELL,SPY,0.66,,,,,,,,,,,
2026-04-24 06:45:00,SELL,UPRO,0.65,,,,,,,,,,,
2026-04-24 06:47:00,SELL,UPRO,0.53,,,,,,,,,,,
2026-04-24 07:02:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-24 07:02:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-24 07:02:00,SELL,UPRO,0.67,,,,,,,,,,,
2026-04-24 09:01:00,SELL,SPY,0.7,,,,,,,,,,,
2026-04-24 09:17:00,BUY,UPRO,0.56,local-6934167d-013b-4124-a467-01f0db4699b7,126.46,863,2026-04-24 09:30:00,local-7ce769f2-96a1-487c-9d6a-986648b9424b,PROFIT,126.4099,863,2026-04-24 09:31:00,-43.2363,-0.0396
2026-04-24 09:45:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-24 09:47:00,SELL,SPY,0.5,,,,,,,,,,,
2026-04-24 10:05:00,SELL,UPRO,0.7,local-0fa5a588-d597-464b-b0fd-13e8daba3f7f,126.4932,862,2026-04-24 10:23:00,local-ac0cac37-23a4-4e87-bcd1-4c306a7b1eb7,STOP,124.585,862,2026-04-28 12:35:00,-1644.8684,-1.5085
2026-04-24 10:23:00,BUY,UPRO,0.7,,,,,,,,,,,
2026-04-24 11:03:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-24 11:10:00,SELL,UPRO,0.73,,,,,,,,,,,
2026-04-24 11:14:00,BUY,SPXU,0.72,,,,,,,,,,,
2026-04-24 11:16:00,BUY,SPXU,0.66,,,,,,,,,,,
2026-04-24 11:18:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-24 12:11:00,BUY,SPY,0.58,,,,,,,,,,,
2026-04-24 12:20:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-24 13:32:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-24 14:23:00,BUY,UPRO,0.7,,,,,,,,,,,
2026-04-24 15:10:00,SELL,UPRO,0.73,,,,,,,,,,,
2026-04-24 15:13:00,SELL,UPRO,0.72,,,,,,,,,,,
2026-04-24 16:20:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-24 16:48:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-24 17:06:00,BUY,SPXU,0.61,,,,,,,,,,,
2026-04-24 17:20:00,BUY,SPY,0.68,,,,,,,,,,,
2026-04-24 17:24:00,BUY,SPY,0.75,,,,,,,,,,,
2026-04-24 17:32:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-24 17:35:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-24 18:15:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-24 18:17:00,SELL,SPY,0.73,,,,,,,,,,,
2026-04-24 18:25:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-27 00:24:00,BUY,UPRO,0.7,,,,,,,,,,,
2026-04-27 00:32:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-27 00:58:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-27 02:48:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-27 02:50:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-27 03:05:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-27 03:07:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-27 03:11:00,BUY,SPXU,0.65,,,,,,,,,,,
