_metric,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
18.58586035525076,1779004174,,False,1,16610927,2026-05-17_00-49-34,1729.5270755290985,1729.5270755290985,38260,w11,127.0.0.1,1729.5270755290985,1
